title,department,openings,locations,all_locations,regions,remote_available
Business Development Executive,Not specified,2,Sheffield; Swindon,Sheffield | Swindon,Not specified,No
Sales Executive,Not specified,2,Knaresborough; Swindon,Knaresborough | Swindon,Not specified,No
AP accountant,Not specified,1,Prague,Prague,Not specified,No
AR Accountant,Not specified,1,Prague,Prague,Not specified,No
Accounts Receivable Coordinator,Not specified,1,Vancouver - Parking,Vancouver - Parking,Not specified,No
Business Development Manager,Not specified,1,3 Locations,3 Locations,Not specified,No
Business Development Manager - B2B - FTC,Not specified,1,Hatfield - Parking,Hatfield - Parking,Not specified,No
Card Product Manager,Not specified,1,London Vincent Square - IVP,London Vincent Square - IVP,Not specified,No
Client Project Executive,Not specified,1,Hatfield - Parking,Hatfield - Parking,Not specified,No
Customer Experience Specialist,Not specified,1,Auckland - IVP,Auckland - IVP,Not specified,No
Customer Service Back Office (Maternity Cover),Not specified,1,Prague,Prague,Not specified,No
Customer Service Specialist (Polish speaking),Not specified,1,Prague,Prague,Not specified,No
Customer Services Advisor,Not specified,1,Swindon,Swindon,Not specified,No
Customer Success Specialist,Not specified,1,Auckland - IVP,Auckland - IVP,Not specified,No
Data Analyst,Not specified,1,2 Locations,2 Locations,Not specified,No
FP&A Analyst,Not specified,1,Prague,Prague,Not specified,No
FX Developer,Not specified,1,Madrid Genova - Cross Border,Madrid Genova - Cross Border,Not specified,No
Finance Manager,Not specified,1,Chennai - Cross Border,Chennai - Cross Border,Not specified,No
Financial Accountant. Accounts payable,Not specified,1,Berlin - IVP,Berlin - IVP,Not specified,No
Fleet Maintenance Controller,Not specified,1,Meriden,Meriden,Not specified,No
Global Payroll Specialist,Not specified,1,Auckland - IVP,Auckland - IVP,Not specified,No
Head of FP&A,Not specified,1,Prague,Prague,Not specified,No
Inbound Sales Executive,Not specified,1,Melbourne - IVP,Melbourne - IVP,Not specified,No
Junior Account Executive,Not specified,1,Copenhagen,Copenhagen,Not specified,No
Junior Commercial Analyst,Not specified,1,4 Locations,4 Locations,Not specified,No
Marketing Director UKF & CPC,Not specified,1,2 Locations,2 Locations,Not specified,No
Outbound Sales Executive,Not specified,1,Melbourne - IVP,Melbourne - IVP,Not specified,No
Paid Media Manager,Not specified,1,2 Locations,2 Locations,Not specified,No
Referent zákaznické podpory,Not specified,1,Prague,Prague,Not specified,No
Regulatory Compliance Analyst,Not specified,1,London Wood Street - Cross Border,London Wood Street - Cross Border,Not specified,No
Regulatory Compliance Officer – France,Not specified,1,2 Locations,2 Locations,Not specified,No
Regulatory Compliance Officer – Portugal,Not specified,1,Madrid Genova - Cross Border,Madrid Genova - Cross Border,Not specified,No
Senior Flutter Developer,Not specified,1,3 Locations,3 Locations,Not specified,No
Senior Power BI Developer & Analytics Lead,Not specified,1,Chennai - Cross Border,Chennai - Cross Border,Not specified,No
Senior Product Manager (15 month FTC - Maternity cover),Not specified,1,Vancouver - Parking,Vancouver - Parking,Not specified,No
Senior SEO Manager,Not specified,1,2 Locations,2 Locations,Not specified,No
Senior Sales Analyst,Not specified,1,2 Locations,2 Locations,Not specified,No
Variable Sales - Compensation Analyst,Not specified,1,Chennai - Cross Border,Chennai - Cross Border,Not specified,No
