title,department,openings,locations,all_locations,regions,remote_available
Expert Support Engineer,Not specified,8,Monterrey (and 5 more),Monterrey,Not specified,No
"Project Manager (WMS, Planning & Execution)",Not specified,2,Tokyo,Tokyo,Not specified,No
Solution Architect,Not specified,2,3 Locations; Tokyo,3 Locations | Tokyo,Not specified,No
Strategic Operations Program Support Director,Not specified,2,Monterrey,Monterrey,Not specified,No
Technical Architect - BY SCPO - Planning Consulting,Not specified,2,3 Locations,3 Locations,Not specified,No
Account Manager,Not specified,1,Tokyo,Tokyo,Not specified,No
Associate Director - Digital Transformation,Not specified,1,Bangalore,Bangalore,Not specified,No
Automation Engineer,Not specified,1,Bracknell,Bracknell,Not specified,No
"Business Consultant (Planning & Execution, WMS)",Not specified,1,Tokyo,Tokyo,Not specified,No
Business Consultant (Supply Chain Planning) - Sales Support,Not specified,1,2 Locations,2 Locations,Not specified,No
Business Strategist - Automotive Factory and Supply Chain Planning,Not specified,1,2 Locations,2 Locations,Not specified,No
Corporate Counsel - Intellectual Property,Not specified,1,Dallas,Dallas,Not specified,No
Digital Experience Specialist Int,Not specified,1,2 Locations,2 Locations,Not specified,No
"Engineering Manager - (Java, Microservices, kafka and Nosql)",Not specified,1,Bangalore,Bangalore,Not specified,No
"Engineering Manager - Java, Microservices",Not specified,1,Bangalore,Bangalore,Not specified,No
"Engineering Manager - Java,Python, Microservices, kafka, Nosql",Not specified,1,Bangalore,Bangalore,Not specified,No
Enterprise Solution Architect – Automotive Factory and Supply Chain Planning,Not specified,1,2 Locations,2 Locations,Not specified,No
Enterprise Technical Architect,Not specified,1,7 Locations,7 Locations,Not specified,No
Enterprise Technical Architect WMS,Not specified,1,Warsaw,Warsaw,Not specified,No
Expert Support Engineer - Cloud,Not specified,1,Bangalore,Bangalore,Not specified,No
"Expert Support Engineer - Supply Chain, Planning and Optimization",Not specified,1,Bangalore,Bangalore,Not specified,No
FinOps Manager - Cost Optimization,Not specified,1,Bangalore,Bangalore,Not specified,No
FinOps Manager - Security Spend Optimization,Not specified,1,2 Locations,2 Locations,Not specified,No
Global Business Practices Director,Not specified,1,4 Locations,4 Locations,Not specified,No
"IN-Sr Support Engineer 1-F5,Palo Alto firewall",Not specified,1,Bangalore,Bangalore,Not specified,No
"IN-Sr Technical Consultant (BY CatMan/Category Management, C#, .NET, SQL Server)",Not specified,1,Bangalore,Bangalore,Not specified,No
IT Manager - Observability & Automation,Not specified,1,Hyderabad,Hyderabad,Not specified,No
ITIL Process Manager (Program Manager),Not specified,1,Hyderabad,Hyderabad,Not specified,No
Instructional Designer - ADDIE,Not specified,1,Bangalore,Bangalore,Not specified,No
"Lead Observability Engineer - Elasticsearch, APM, Azure, Service now",Not specified,1,2 Locations,2 Locations,Not specified,No
Lead Software Engineer (Python),Not specified,1,Hyderabad,Hyderabad,Not specified,No
Lead Software Engineer -  ReactJS & Microservices,Not specified,1,Hyderabad,Hyderabad,Not specified,No
"Lead Software Engineer - Core Java, SQL, J2EE",Not specified,1,Pune - BY,Pune - BY,Not specified,No
"Lead Software Engineer - Java, Microservices & Cloud",Not specified,1,Hyderabad,Hyderabad,Not specified,No
"Lead Software Engineer - Java, Microservices, Azure",Not specified,1,Bangalore,Bangalore,Not specified,No
"Lead Software Engineer - Mobile Platform, React-Native & Typescript",Not specified,1,Hyderabad,Hyderabad,Not specified,No
Lead Software Engineer - ReactJS & NestJS,Not specified,1,Bangalore,Bangalore,Not specified,No
Lead Software Engineer - Typescript & NestJS,Not specified,1,2 Locations,2 Locations,Not specified,No
"Lead System Engineer - MS Azure, M365 & DKIM/DMARC/SPF",Not specified,1,Hyderabad,Hyderabad,Not specified,No
"Lead, Sales Compensation",Not specified,1,Bangalore,Bangalore,Not specified,No
Learning Architect,Not specified,1,Bangalore,Bangalore,Not specified,No
Manager (HRBP),Not specified,1,Bangalore,Bangalore,Not specified,No
"Manager, Services Sales Operations Business Partner",Not specified,1,Bangalore,Bangalore,Not specified,No
Principal Software Engineer ( Java Architect),Not specified,1,16 Locations,16 Locations,Not specified,No
Principal Software Engineer ( Sr Architect ),Not specified,1,7 Locations,7 Locations,Not specified,No
Program Director – Supply Chain Advisory Strategic Programs,Not specified,1,2 Locations,2 Locations,Not specified,No
Program Manager - ServiceNow,Not specified,1,2 Locations,2 Locations,Not specified,No
"Project Manager (Engineering Manager,Java,Springboot,Mircroservices,Kafka)",Not specified,1,Bangalore,Bangalore,Not specified,No
"Project Manager - Cloud -  Project Management Professional, Customer Success Manager & PRINCE2",Not specified,1,2 Locations,2 Locations,Not specified,No
Proposal Specialist - Proposal Factory,Not specified,1,2 Locations,2 Locations,Not specified,No
Sales Velocity Representative (GTM - Inside services sales/ Deal desk),Not specified,1,2 Locations,2 Locations,Not specified,No
Scrum Master and Agile Coach,Not specified,1,Hyderabad,Hyderabad,Not specified,No
Senior Enterprise Architect,Not specified,1,6 Locations,6 Locations,Not specified,No
Senior FullStack Software Engineer ( React and NodeJS),Not specified,1,16 Locations,16 Locations,Not specified,No
Senior Manager - Technical Accounting,Not specified,1,Scottsdale,Scottsdale,Not specified,No
"Senior Observability Engineer - Elasticsearch, APM, Azure, Service now",Not specified,1,2 Locations,2 Locations,Not specified,No
