title,department,openings,locations,all_locations,regions,remote_available
Account Executive - Customer Base - FSI,Not specified,1,3 Locations,3 Locations,Not specified,No
Channel Account Executive,Not specified,1,"Poland, Warsaw","Poland, Warsaw",Not specified,No
Customer Success Manager,Not specified,1,"India, Mumbai","India, Mumbai",Not specified,No
Cybersecurity Engineer,Not specified,1,IND.Chennai,IND.Chennai,Not specified,No
"DevOps Engineer (Unix, Shell Scripting)",Not specified,1,IND.Chennai,IND.Chennai,Not specified,No
Engagement Manager - HCM or Financial  implementations - Paradox,Not specified,1,"USA, IL, Chicago","USA, IL, Chicago",Not specified,No
Enterprise Architect,Not specified,1,"Malaysia, Kuala Lumpur","Malaysia, Kuala Lumpur",Not specified,No
Financial Analyst,Not specified,1,Costa Rica,Costa Rica,Not specified,No
Functional Consultant -Financials - Consultant fonctionnel ou consultante fonctionnelle – Gestion financière,Not specified,1,6 Locations,6 Locations,Not specified,No
Group Product Manager - Evisort AI,Not specified,1,5 Locations,5 Locations,Not specified,No
HCM Solution Consultant,Not specified,1,5 Locations,5 Locations,Not specified,No
"Large Enterprise Account Executive, Customer Base FSI",Not specified,1,4 Locations,4 Locations,Not specified,No
M&A Finance Integration Senior Manager,Not specified,1,"USA, CA, Pleasanton","USA, CA, Pleasanton",Not specified,No
"Manager, Product Management, US Federal",Not specified,1,"USA, GA, Atlanta","USA, GA, Atlanta",Not specified,No
Principal Analytics Engineer,Not specified,1,"Canada, ON, Toronto","Canada, ON, Toronto",Not specified,No
Principal Enterprise Architect - AI,Not specified,1,3 Locations,3 Locations,Not specified,No
Principal Financial Implementation Consultant,Not specified,1,72 Locations,72 Locations,Not specified,No
Principal Program Manager - Finance,Not specified,1,Costa Rica,Costa Rica,Not specified,No
Principal Services Executive,Not specified,1,"India, Mumbai","India, Mumbai",Not specified,No
"Principal, Performance and Capacity Engineer (Infrastructure & Platform)",Not specified,1,IND.Chennai,IND.Chennai,Not specified,No
"Product Specialist - Workday Platform (Workday Build, Workday Data Cloud) and AI Agents",Not specified,1,"Canada, ON, Toronto","Canada, ON, Toronto",Not specified,No
Regional Sales Director,Not specified,1,5 Locations,5 Locations,Not specified,No
"Senior Consultant - Financials, FSI Industry",Not specified,1,71 Locations,71 Locations,Not specified,No
Senior Functional Consultant,Not specified,1,"Japan, Tokyo","Japan, Tokyo",Not specified,No
Senior Functional Consultant - Revenue - Workday Success Plans,Not specified,1,146 Locations,146 Locations,Not specified,No
"Senior Manager, Cybersecurity GRC Engineering",Not specified,1,IND.Chennai,IND.Chennai,Not specified,No
Senior Solution Consultant - FINS,Not specified,1,"Malaysia, Kuala Lumpur","Malaysia, Kuala Lumpur",Not specified,No
Senior Talent Acquisition Recruiter,Not specified,1,Costa Rica,Costa Rica,Not specified,No
Senior Web Producer,Not specified,1,2 Locations,2 Locations,Not specified,No
Software Engineer/Data Engineering,Not specified,1,"New Zealand, Auckland","New Zealand, Auckland",Not specified,No
Solution Consultant - Public Sector,Not specified,1,5 Locations,5 Locations,Not specified,No
Sr Enterprise Architect,Not specified,1,10 Locations,10 Locations,Not specified,No
Sr Functional Consultant - Payroll & Time Tracking,Not specified,1,3 Locations,3 Locations,Not specified,No
Sr Information Systems Software Application Engineer,Not specified,1,"USA, GA, Atlanta","USA, GA, Atlanta",Not specified,No
"Sr Manager, Software Development Engineering",Not specified,1,IND.Chennai,IND.Chennai,Not specified,No
Sr Solution Consultant,Not specified,1,2 Locations,2 Locations,Not specified,No
Sr/Principal Workday Financials Functional Consultant,Not specified,1,Singapore,Singapore,Not specified,No
Technical Support Delivery Analyst-Compensation,Not specified,1,IND.Pune,IND.Pune,Not specified,No
Technical Support Engineer,Not specified,1,Costa Rica,Costa Rica,Not specified,No
Workday Finance Technical Integration Consultant,Not specified,1,IND.Pune,IND.Pune,Not specified,No
