title,department,openings,locations,all_locations,regions,remote_available
Senior Software Engineer,Not specified,3,UK - London - One Crown Place; ZA - Johannesburg; ZA - Remote - South Africa,UK - London - One Crown Place | ZA - Johannesburg | ZA - Remote - South Africa,Not specified,Yes
Business Development Representative (Spanish Speaker),Not specified,2,"2 Locations; London, UK","2 Locations | London, UK",Not specified,No
Lead Solution Architect,Not specified,2,DE - Remote - Germany,DE - Remote - Germany,Not specified,Yes
Validator,Not specified,2,ZA - Johannesburg,ZA - Johannesburg,Not specified,No
Account Executive - Mortgage,Not specified,1,"Wilmington, NC","Wilmington, NC",Not specified,No
Accounts Payable Analyst,Not specified,1,"Wilmington, NC","Wilmington, NC",Not specified,No
Associate Director - Talent Acquisition,Not specified,1,2 Locations,2 Locations,Not specified,No
Associate Director of Regional Marketing,Not specified,1,"Wilmington, NC","Wilmington, NC",Not specified,No
Associate Manager - Professional Services,Not specified,1,"London, UK","London, UK",Not specified,No
Associate Support Engineer,Not specified,1,ZA - Remote - South Africa,ZA - Remote - South Africa,Not specified,Yes
Business Development Representative,Not specified,1,UK - Winnersh,UK - Winnersh,Not specified,No
Business Development Representative (German - Speaker),Not specified,1,DE - Remote - Germany,DE - Remote - Germany,Not specified,Yes
Business Development Representative (German Native Speaker),Not specified,1,2 Locations,2 Locations,Not specified,No
Business Development Representative - APAC,Not specified,1,"Sydney, Australia","Sydney, Australia",Not specified,No
Business Value Consultant,Not specified,1,UK - London - One Crown Place,UK - London - One Crown Place,Not specified,No
Director of Performance Marketing,Not specified,1,"Wilmington, NC","Wilmington, NC",Not specified,No
Enterprise Account Executive,Not specified,1,"London, UK","London, UK",Not specified,No
Field Based Marketing Specialist,Not specified,1,"London, UK","London, UK",Not specified,No
"Manager - Engineering, Data Platform",Not specified,1,"Wilmington, NC","Wilmington, NC",Not specified,No
Not specified,Not specified,1,Not specified,Not specified,Not specified,No
Pre-Sales Solution Architect,Not specified,1,"London, UK","London, UK",Not specified,No
"Principal Counsel - Privacy, Data, and AI",Not specified,1,"Wilmington, NC","Wilmington, NC",Not specified,No
Principal Field Based Marketing Specialist,Not specified,1,2 Locations,2 Locations,Not specified,No
Principal Product Manager,Not specified,1,"London, UK","London, UK",Not specified,No
Principal Product Specialist (French-speaking),Not specified,1,FR - Remote - France,FR - Remote - France,Not specified,Yes
Principal Software Engineer,Not specified,1,ZA - Remote - South Africa,ZA - Remote - South Africa,Not specified,Yes
Principal Solution Architect - Dubai,Not specified,1,AE - Remote - Dubai (UAE),AE - Remote - Dubai (UAE),Not specified,Yes
Principal Solution Sales Manager,Not specified,1,"London, UK","London, UK",Not specified,No
Principal Technical Architect - Salesforce,Not specified,1,ES - Madrid - Spain,ES - Madrid - Spain,Not specified,No
Product Specialist,Not specified,1,"London, UK","London, UK",Not specified,No
Regional Vice President - Sales - DACH,Not specified,1,2 Locations,2 Locations,Not specified,No
"Regional Vice President, Sales - UKI",Not specified,1,UK - London - One Crown Place,UK - London - One Crown Place,Not specified,No
Revenue Product and GTM Enablement Specialist,Not specified,1,"Remote, USA","Remote, USA",Not specified,Yes
Sales Development Representative,Not specified,1,ZA - Remote - South Africa,ZA - Remote - South Africa,Not specified,Yes
Senior Cloud Operations Engineer,Not specified,1,"London, UK","London, UK",Not specified,No
Senior Credit Solutions Advisor,Not specified,1,US - North Carolina - HQ,US - North Carolina - HQ,Not specified,No
Senior Functional Consultant,Not specified,1,"Wilmington, NC","Wilmington, NC",Not specified,No
Senior Implementation Consultant,Not specified,1,"London, UK","London, UK",Not specified,No
Senior Implementation Consultant - Salesforce,Not specified,1,"London, UK","London, UK",Not specified,No
Senior Product Manager - Incentive Compensation,Not specified,1,US - Utah - Lehi,US - Utah - Lehi,Not specified,No
Senior Sales Operations Specialist,Not specified,1,"Wilmington, NC","Wilmington, NC",Not specified,No
Senior Software Engineer - Intelligence Platform,Not specified,1,"Wilmington, NC","Wilmington, NC",Not specified,No
Senior Software Engineer -Cloud Infrastructure,Not specified,1,ZA - Johannesburg,ZA - Johannesburg,Not specified,No
Software Engineer-1,Not specified,1,ZA - Johannesburg,ZA - Johannesburg,Not specified,No
Technology Partner Relationship Manager,Not specified,1,"London, UK","London, UK",Not specified,No
