title,department,openings,locations,all_locations,regions,remote_available
Business Development Representative,Not specified,2,2 Locations; UK - Winnersh,2 Locations | UK - Winnersh,Not specified,No
Lead Solution Architect,Not specified,2,DE - Remote - Germany,DE - Remote - Germany,Not specified,Yes
Validator,Not specified,2,ZA - Johannesburg,ZA - Johannesburg,Not specified,No
Associate Manager - Professional Services,Not specified,1,"London, UK","London, UK",Not specified,No
Business Development Representative (Inside Sales)),Not specified,1,UK - Winnersh,UK - Winnersh,Not specified,No
Business Value Consultant,Not specified,1,UK - London - One Crown Place,UK - London - One Crown Place,Not specified,No
Data Scientist,Not specified,1,"Wilmington, NC","Wilmington, NC",Not specified,No
Enterprise Account Executive,Not specified,1,"London, UK","London, UK",Not specified,No
Implementation Consultant,Not specified,1,"London, UK","London, UK",Not specified,No
Pre-Sales Solution Architect,Not specified,1,"London, UK","London, UK",Not specified,No
"Principal Counsel - Privacy, Data, and AI",Not specified,1,"Wilmington, NC","Wilmington, NC",Not specified,No
Principal Field Based Marketing Specialist,Not specified,1,"London, UK","London, UK",Not specified,No
Principal Product Manager,Not specified,1,"London, UK","London, UK",Not specified,No
Principal Solution Sales Manager,Not specified,1,"London, UK","London, UK",Not specified,No
Principal Technical Architect - Salesforce,Not specified,1,ES - Madrid - Spain,ES - Madrid - Spain,Not specified,No
Product Specialist,Not specified,1,"London, UK","London, UK",Not specified,No
"Regional Vice President, Sales - UKI",Not specified,1,UK - London - One Crown Place,UK - London - One Crown Place,Not specified,No
Sales Development Representative,Not specified,1,ZA - Remote - South Africa,ZA - Remote - South Africa,Not specified,Yes
Senior .NET Engineer,Not specified,1,UK - Cardiff,UK - Cardiff,Not specified,No
Senior Cloud Operations Engineer,Not specified,1,"London, UK","London, UK",Not specified,No
Senior Creative Designer,Not specified,1,"Wilmington, NC","Wilmington, NC",Not specified,No
Senior Credit Solutions Advisor,Not specified,1,"Remote, USA","Remote, USA",Not specified,Yes
Senior Functional Consultant,Not specified,1,"Wilmington, NC","Wilmington, NC",Not specified,No
Senior Implementation Consultant,Not specified,1,"London, UK","London, UK",Not specified,No
Senior Pre-Sales Solution Architect,Not specified,1,"Remote, USA","Remote, USA",Not specified,Yes
Senior Product Marketing Manager,Not specified,1,"Wilmington, NC","Wilmington, NC",Not specified,No
Senior Product Specialist (French-speaking),Not specified,1,FR - Remote - France,FR - Remote - France,Not specified,Yes
Senior Sales Operations Specialist,Not specified,1,"Wilmington, NC","Wilmington, NC",Not specified,No
Senior Software Engineer,Not specified,1,ZA - Johannesburg,ZA - Johannesburg,Not specified,No
Senior Software Engineer - Android,Not specified,1,US - Utah - Lehi,US - Utah - Lehi,Not specified,No
Senior Software Engineer - Banking Analytics,Not specified,1,US - Utah - Lehi,US - Utah - Lehi,Not specified,No
Senior Software Engineer -Cloud Infrastructure,Not specified,1,ZA - Johannesburg,ZA - Johannesburg,Not specified,No
Senior Solution Architect,Not specified,1,UK - London - One Crown Place,UK - London - One Crown Place,Not specified,No
Senior Technical Consultant,Not specified,1,"Remote, USA","Remote, USA",Not specified,Yes
Software Engineer-1,Not specified,1,ZA - Johannesburg,ZA - Johannesburg,Not specified,No
Solution Architect (UK or Germany),Not specified,1,DE - Remote - Germany,DE - Remote - Germany,Not specified,Yes
Technology Partner Relationship Manager,Not specified,1,"London, UK","London, UK",Not specified,No
