title,department,openings,locations,all_locations,regions,remote_available
Business Development Executive - Southern Europe (f/m/d)*,Not specified,2,London; Remotely in Europe ,London | Remotely in Europe ,Not specified,Yes
Senior Forward Deployed Engineer (f/m/d),Not specified,2,London; Remotely in Germany,London | Remotely in Germany,Not specified,Yes
(Senior) Partner Solution Engineer - DACH (f/m/d)*,Not specified,1,Berlin Office; Munich Office; Remotely in Germany,Berlin Office; Munich Office; Remotely in Germany,Not specified,Yes
Business Development Executive - DACH (f/m/d)*,Not specified,1,Berlin Office,Berlin Office,Not specified,No
Documentation Specialist (f/m/d)*,Not specified,1,Berlin Office,Berlin Office,Not specified,No
Engineering Manager - Product Engineering (f/m/d)*,Not specified,1,Berlin Office; Remotely in Germany,Berlin Office; Remotely in Germany,Not specified,Yes
Engineering Manager - Site Reliability Engineering/DevEx (f/m/d)*,Not specified,1,Berlin Office,Berlin Office,Not specified,No
Enterprise Account Executive - Switzerland (f/m/d)*,Not specified,1,Remotely in Europe ,Remotely in Europe ,Not specified,Yes
Enterprise Engagement Manager (f/m/d)*,Not specified,1,Berlin Office; Munich Office,Berlin Office; Munich Office,Not specified,No
"Forward Deployed Engineer, DevOps",Not specified,1,New York Office,New York Office,Not specified,No
GSI Partnerships Manager -  (Conversational AI & Agentic AI),Not specified,1,New York Office,New York Office,Not specified,No
Global Partnerships Manager - BPO,Not specified,1,New York Office,New York Office,Not specified,No
Lead AI Agent Architect (f/m/d)*,Not specified,1,New York Office,New York Office,Not specified,No
Lead Agent Architect (f/m/d)*,Not specified,1,Berlin Office; Munich Office; Remotely in Germany,Berlin Office; Munich Office; Remotely in Germany,Not specified,Yes
Lead Solutions Engineer - West / Central U.S,Not specified,1,Remotely in the USA,Remotely in the USA,Not specified,Yes
Lead/Senior Solution Engineer (PreSales) Germany (f/m/d)*,Not specified,1,Berlin Office; Munich Office; Remotely in Germany,Berlin Office; Munich Office; Remotely in Germany,Not specified,Yes
Lead/Senior Solution Engineer (PreSales) Switzerland (f/m/d)*,Not specified,1,Remotely in Europe ,Remotely in Europe ,Not specified,Yes
Partnerships Manager - UKI and Northern Europe,Not specified,1,London,London,Not specified,No
Principal Software Engineer (f/m/d)*,Not specified,1,Berlin Office; Remotely in Europe ; Remotely in Germany,Berlin Office; Remotely in Europe ; Remotely in Germany,Not specified,Yes
Program Manager - Engineering Delivery Excellence (f/m/d)*,Not specified,1,Berlin Office,Berlin Office,Not specified,No
SAP Solution Architect – Finance & Subscription Systems (f/m/d)*,Not specified,1,Berlin Office,Berlin Office,Not specified,No
Sales Director - Enterprise DACH (f/m/d)*,Not specified,1,Berlin Office,Berlin Office,Not specified,No
Senior Agent Architect (f/m/d)*,Not specified,1,Berlin Office; Munich Office; Remotely in Germany,Berlin Office; Munich Office; Remotely in Germany,Not specified,Yes
Senior Enterprise Engagement Manager (f/m/d)*,Not specified,1,Berlin Office; Munich Office; Remotely in Germany,Berlin Office; Munich Office; Remotely in Germany,Not specified,Yes
Senior Field Marketing Manager ,Not specified,1,New York Office,New York Office,Not specified,No
Senior Field Marketing Manager (f/m/d)*,Not specified,1,London,London,Not specified,No
Senior Forward Deployed Engineer - EMEA (f/m/d),Not specified,1,Remotely in Europe ,Remotely in Europe ,Not specified,Yes
Senior Forward Deployed Engineer - US,Not specified,1,New York Office; Remotely in the USA,New York Office; Remotely in the USA,Not specified,Yes
Senior IS&T Governance Partner,Not specified,1,New York Office; Remotely in the USA,New York Office; Remotely in the USA,Not specified,Yes
Senior Instructional Designer (f/m/d)*,Not specified,1,Berlin Office; Munich Office; Remotely in Germany,Berlin Office; Munich Office; Remotely in Germany,Not specified,Yes
Senior Salesforce Administrator,Not specified,1,New York Office,New York Office,Not specified,No
Senior Value Consultant - West / Central U.S,Not specified,1,Remotely in the USA,Remotely in the USA,Not specified,Yes
Senior/Lead Solution Engineer (PreSales) France (w/m/d)*,Not specified,1,Remotely in Europe ,Remotely in Europe ,Not specified,Yes
Senior/Lead Solution Engineer (PreSales) Italy (w/m/d)*,Not specified,1,Remotely in Europe ,Remotely in Europe ,Not specified,Yes
Senior/Lead Solution Engineer (PreSales) Spain (w/m/d)*,Not specified,1,Remotely in Europe ,Remotely in Europe ,Not specified,Yes
Senior/Lead Solution Engineer (PreSales) UK (w/m/d)*,Not specified,1,Dublin; London,Dublin; London,Not specified,No
Sr Enterprise Account Executive - Central U.S,Not specified,1,Remotely in the USA,Remotely in the USA,Not specified,Yes
Sr Enterprise Account Executive - East U.S,Not specified,1,Remotely in the USA,Remotely in the USA,Not specified,Yes
Sr Enterprise Account Executive - West U.S,Not specified,1,Remotely in the USA,Remotely in the USA,Not specified,Yes
Staff Product Designer - Consumer Experience (f/m/d)*,Not specified,1,Berlin Office,Berlin Office,Not specified,No
Staff Product Designer - Expert Experience (f/m/d)*,Not specified,1,Berlin Office,Berlin Office,Not specified,No
Staff/Principal Product Manager (f/m/d)*,Not specified,1,Berlin Office,Berlin Office,Not specified,No
Team Lead Forward Deployed Engineering (f/m/d),Not specified,1,Berlin Office,Berlin Office,Not specified,No
Technical Project Manager – Agentic AI Deployments,Not specified,1,New York Office,New York Office,Not specified,No
Working Student Finance/Accounting (f/m/d)*,Not specified,1,Berlin Office,Berlin Office,Not specified,No
Working Student GSI & BPO Partnerships (f/m/d)*,Not specified,1,Berlin Office,Berlin Office,Not specified,No
